Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Healthkart,Gurgaon,"E-Commerce, Fitness, Health Care","The one stop shop for health, fitness & beauty.",10000000.0,2018
Indiabulls Ventures,Mumbai,"Financial Services, Venture Capital",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,225063897.6320725,2018
Vistara,Haryana,Aerospace,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),292442694.4283686,2018
ClearTax,Delhi,"Accounting, Apps, FinTech",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,58488538.88567373,2018
Shuttl,Gurgaon,"Apps, Mobile, Transportation","Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",1000000.0,2018
GuruQ,Delhi,Reading Apps,A one of its kind digital integrated platform connecting tutors and students.,365553.3680354608,2018
Azure Power,Delhi,"Energy, Renewable Energy, Solar","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",185000000.0,2018
Cube,Mumbai,"Banking, Financial Services, FinTech",Cube is consumer banking focused fintech company.,2047098.8609985805,2018
RAHI Care,Chandigarh,"Health Care, Hospital",RAHI Care is a Health Care company.,1.0,2018
Mynvax,Bangalore,Biotechnology,Mynvax is a biotech Company.,1.0,2018
Loans4SME,Mumbai,Financial Services,Loans4SME is an alternative lending platform.,1.0,2018
UpCyclersLab,Mumbai,"Apps, Education, Retail",UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,1.0,2018
Cellerite Systems,Hyderabad,Electric Vehicle,Cellerite Systems is a charging solutions provider for electric vehicles.,1.0,2018
Taru Naturals,Mumbai,"Agriculture, Farming",Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,1.0,2018
LetsMD,Delhi,"Fitness, Health Care, Wellness",LetsMD.com is a marketplace for elective surgeries,1000000.0,2018
Twenty Two Motors,Haryana,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,65000000.0,2018
Truebil,Mumbai,"Automotive, E-Commerce, Marketplace","Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",2000000.0,2018
FarmersFZ,Kochi,Agriculture,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,1.0,2018
Worxogo,Bangalore,Information Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,2412652.2290340415,2018
Vivish Technologies (myGate),Bangalore,"Apps, Information Services, Information Technology",India's leading mobile based security management solution .,9504387.568921981,2018
Singularity Dynamics,Bangalore,Artificial Intelligence,Singularity Dynamics is a Chip-design testing startup.,1.0,2018
Virtual MetalStreet(MetalStreet),Bangalore,"B2B, Marketplace",Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,700000.0,2018
Veritas Finance,Guindy,Financial Services,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,30000000.0,2018
Manjushree Technopack,Bangalore,Packaging Services,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,1.0,2018
GoZefo,Bangalore,"Computer, Furniture, Software",Startup working on a white space in the eCommerce industry.,3070648.291497871,2018
Zomato,Gurgaon,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,210000000.0,2018
Innov8 Coworking,Delhi,"Collaboration, Communities, Coworking, Real Estate",Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,4000000.0,2018
RevFin,Delhi,"Accounting, Banking, Finance",RevFin is a digital lending company.,1.0,2018
Lavelle Networks,Bangalore,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,292442.69442836865,2018
Blackbuck,Bangalore,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Blackbuck is a logistics startup based in India.,29677084.63059085,2018
Cardekho,Gurgaon,"Automotive, E-Commerce, Information Services",Cardekho is a car search venture that helps users buy cars that are right for them.,75000000.0,2018
ElasticRun,Pune,"Delivery, Logistics, Transportation",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,8773280.83285106,2018
Droom Technology Private Limited,Gurgaon,"Automotive, E-Commerce Platforms, Marketplace",Droom is a marketplace for automobiles and automobile services.,30000000.0,2018
Vogo Rentals,Kormangala,"Last Mile Transportation, Railroad, Transportation, Travel",Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,1169770.7777134746,2018
InnerChef,Gurgaon,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,1760000.0,2018
LivQuik,Mumbai,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,2700000.0,2018
Disprz,Chennai,"E-Learning, Education","Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",400000.0,2018
9stacks,Delhi,"Online Games, Software",Online gaming startup.,4094197.721997161,2018
Origo,Gurgaon,—,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",11697707.777134746,2018
YourOwnROOM,Bangalore,"Online Portals, Property Management, Rental","Good quality, strategically located homes closer to work for millennials",750000.0,2018
Vahdam Teas,Delhi,"E-Commerce, Food and Beverage, Tea",Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,2500000.0,2018
Spoofin,Delhi,"Music, Social Network, Video",A social networking app that lets you create and view Spoofs of your favourite videos.,1.0,2018
Strom Motors,Mumbai,Automotive,Strom Motors is a smart urban mobility Company.,1.0,2018
PharmEasy,Mumbai,"Health Care, Pharmaceutical, Wellness",PharmEasy - Indias largest healthcare delivery platform,80000000.0,2018
Licious,Bangalore,"Delivery Service, Food and Beverage, Food Delivery","Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",25000000.0,2018
Stanza Living,Delhi,"Hospitality, Information Technology, Travel Accommodations",Stanza Living is a co-living platform created for students moving to a new place.,10674158.346635455,2018
docturnal,Hyderabad,"Biotechnology, Diabetes, Health Care","Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",1.0,2018
Bounce (Metro Bikes),Bangalore,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental","Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",3000000.0,2018
Technology 9 Labs (T9L),Delhi,Information Technology,Technology 9 Labs is an Information Technology and Services company.,1.0,2018
Goals101,Delhi,Financial Services,Goals101 is a one of the fastest growing big-data platforms.,3500000.0,2018
Satya MicroCapital,Delhi,"Finance, Financial Exchanges, Financial Services, Micro Lending",New Delhi-based non-banking financial company.,5848853.888567373,2018
Ummeed Housing Finance Private Limited,Haryana,"Finance, Financial Services",Ummeed Housing Finance Private Limited,8773280.83285106,2018
StockEdge,Kolkata,"Analytics, Apps, Market Research","StockEdge is a unique platform, which is 100% focused on research and analytics",1100000.0,2018
Sequretek,Mumbai,—,Sequretek is a cyber security start-up.,3700000.0,2018
Avenues Payments India Pvt. Ltd.,Mumbai,—,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,1300000.0,2018
Qbera,Bangalore,"Finance, Financial Services",Qbera is a managed marketplace for unsecured personal loans.,2047098.8609985805,2018
Urban Ladder,Bangalore,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",Urban Ladder is a Bangalore-based online furniture company.,5600000.0,2018
Planet11 eCommerce Solutions India (Avenue11),Bangalore,—,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",3801755.0275687925,2018
DailyNinja,Bangalore,"Apps, Mobile, Mobile Apps, Software","Daily Ninja, a mobile app that delivers daily needs on a subscription model",1.0,2018
Iba Halal Care,Ahmedabad,—,Iba Halal Care is a cosmetics brand company.,2193320.208212765,2018
Knocksense,Lucknow,"News, Publishing, Social Media",Knocksense is a fast growing lifestyle website.,1.0,2018
Togedr,Gurgaon,—,Togedr is an activity discovery & booking platform.,1.0,2018
Parkwheels,Haryana,"Industrial, Industrial Automation","Parkwheels aims at solving the big, bad & unsexy parking problems of India.",175465.6166570212,2018
ShareChat,Bangalore,"Internet, Mobile Apps, Social Network",ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,99230000.0,2018
Cyclops Medtech,Bangalore,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,1000000.0,2018
Livspace,Bangalore,"E-Commerce, Furniture, Interior Design","Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",70000000.0,2018
NewsBytes,Gurgaon,"Apps, Events, News",NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,1000000.0,2018
Leena AI,Gurgaon,"Artificial Intelligence, Human Resources, Information Services, Information Technology",Leena is smart AI powered HR companion dedicated towards engaging employees.,2000000.0,2018
Max Healthcare,Delhi,"Health Care, Hospital, Supply Chain Management",Max Healthcare is one of the leading chain of hospitals in India.,1.0,2018
GoBolt,Delhi,"Logistics, Railroad, Transportation",Delhi-based logistics technology.,5848853.888567373,2018
GoGaga,Bangalore,"Dating, Private Social Networking",GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,40000.0,2018
Mate Labs,Bangalore,"Artificial Intelligence, Machine Learning, PaaS",Mate Labs is a machine learning solutions platform for beginners.,550000.0,2018
Furlenco,Bangalore,"Consumer, Furniture, Home Decor, Home Improvement",Furlenco is a Bangalore-based company that offers a home furniture subscription program.,1.0,2018
Ola,Kormangala,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,50000000.0,2018
DocPrime,Haryana,"Health Care, Health Insurance",DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,50000000.0,2018
CLP India Pvt. Ltd.,Mumbai,"Energy, Natural Resources",CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,365000000.0,2018
Xplorabox,Noida,"E-Commerce, Education, Health Care",Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,1.0,2018
Myra,Bangalore,"Apps, Health Care, Pharmaceutical",Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,127943.67881241128,2018
Vokal,Bangalore,"Internet, Knowledge Management",India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,1500000.0,2018
Kissht,Mumbai,"Credit, Finance, FinTech, Lending, Sales Automation","Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",30000000.0,2018
Upwards Fintech,Mumbai,"Banking, Financial Services, Internet",Upwards Fintech financial company.,5000000.0,2018
Bon(Bonfleet Solutions),Pune,"Financial Services, FinTech","Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",1140526.5082706376,2018
Mamaearth,Gurgaon,"E-Commerce, Health Care, Retail",Mamaearth is an online retailer specializing in baby and toddler products.,4000000.0,2018
BabyChakra,Mumbai,"Child Care, Information Technology",BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,1.0,2018
Belstar Investment and Finance Private Limited,Chennai,"Financial Services, Micro Lending",Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,28000000.0,2018
Naaptol,Mumbai,"E-Commerce, Retail, Shopping","Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",15000000.0,2018
Moonshine Meadery,Pune,Food and Beverage,Moonshine Meadery is a first craft meadery.,1.0,2018
Verzeo,Bangalore,E-Learning,Verzeo is anAI-focussed edtech startup.,5000000.0,2018
Haazri,Mumbai,"Food and Beverage, Snack Food, Tea",Haazri is a tea and snack quick service restaurant startup,182776.6840177304,2018
Connect India,Delhi,"Delivery Service, E-Commerce, Logistics","To create pervasive network where connections are simpler, more powerful, more affordable, more global and more available to all.",1.0,2018
Flyrobe,Mumbai,"Fashion, Lifestyle, Rental",Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,3860243.566454466,2018
Scholify,Bangalore,—,Edutech,1.0,2018
Dream11,Mumbai,"Fantasy Sports, Mobile, Sports","Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",100000000.0,2018
srJna,Jaipur,Education,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",1.0,2018
Nykaa,Mumbai,"Beauty, Fashion, Wellness",Nykaa.com is a premier online beauty and wellness destination,16523012.235202828,2018
Chaayos,Delhi,"Food and Beverage, Restaurants, Tea",Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,11843929.12434893,2018
Heelium,Pune,"Fitness, Sporting Goods, Sports",Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,1.0,2018
LT Foods,Delhi,"Food and Beverage, Food Processing, Manufacturing",LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,20470988.609985806,2018
Multibashi,Bangalore,"E-Learning, Internet",Free language learning platform.,146221.34721418432,2018
Cleardekho,Ghaziabad,"Eyewear, Internet",Uttar Pradesh based online eyewear marketplace.,1.0,2018
Dailyhunt,Bangalore,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",NewsHunt is a Bangalore based eBooks company.,6000000.0,2018
SlicePay,Bangalore,"FinTech, Internet, Payments, Service Industry",SlicePay is an AI based instant credit app for youngsters in India.,14900000.0,2018
Udaan,Bangalore,"B2B, Business Development, Internet, Marketplace","Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",225000000.0,2018
Happyeasygo Group,Haryana,"Tourism, Travel",HappyEasyGo is an online travel domain.,1.0,2018
Mombay,Mumbai,"Food and Beverage, Food Delivery, Internet",Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,7500.0,2018
Droni Tech,Mumbai,Information Technology,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,511774.7152496451,2018
Netmeds,Chennai,"Biotechnology, Health Care, Pharmaceutical",Welcome to India's most convenient pharmacy!,35000000.0,2018
