Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Enthu.ai,Chandigarh,I.T & Engineering,Enthu.AI operates as a conversation intelligence startup.,200000.0,2021
Myelin Foundry,Bangalore,I.T & Engineering,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",1000000.0,2021
SuperOps.ai,Chennai,I.T & Engineering,SuperOps.ai is an early stage startup in the MSP space.,3000000.0,2021
6Degree,Mumbai,Services,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,1000000.0,2021
Teachmint,Bangalore,I.T & Engineering,Teachmint is an online learning platform that focuses on tutor-student connectivity.,16500000.0,2021
Sarathi,Jodhpur,Health,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",100000.0,2021
Jidoka Technologies,Chennai,I.T & Engineering,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",340000.0,2021
Rapido,Bangalore,Logistics & Supply Chain,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,43000000.0,2021
BYJU'S,Bangalore,I.T & Engineering,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,150000000.0,2021
ElasticRun,Pune,Commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,75000000.0,2021
Avail Finance,Bangalore,Financial,Avail is a mobile-first platform aiming to financially include the urban mass of India.,3000000.0,2021
Nivesh,Noida,Financial,Nivesh.com is a mass market mutual funds investment platform.,1600000.0,2021
Thingsup,Pune,I.T & Engineering,Thingsup is an Enterprise Grade IoT Platform.,1000000.0,2021
Arthya Wealth and Investments,Mumbai,Financial,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",1000000.0,2021
Zepto,Mumbai,Commerce,Grocery delivery startup,60000000.0,2021
Fi,Bangalore,Financial,Fi is a neo bank.,50000000.0,2021
Kiko Live,Gurgaon,Commerce,Video-based social commerce startup,1000000.0,2021
TurboHire,Hyderabad,I.T & Engineering,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",10.0,2021
The Hosteller,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",1000000.0,2021
SatSure,Bangalore,Agriculture,SatSure is an innovative decision analytics company,10.0,2021
Ruptok Fintech,Delhi,Financial,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2000000.0,2021
VilCart,Bangalore,Services,Vilcart's motto is sustainable rural development through stability for rural retailers.,2000000.0,2021
Dogsee Chew,Bangalore,Food/Culnary,100% Natural Dog Treats.,7000000.0,2021
Advantage Club,Gurgaon,I.T & Engineering,Advantage Club is India's largest employee engagement platform.,3300000.0,2021
TRDR,Bangalore,Financial,TRDR is an all-new approach to investing.,150000.0,2021
Zoomcar,Bangalore,Logistics & Supply Chain,Zoomcar holds the distinction of being India’s first personal mobility platform,92000000.0,2021
Leap India,Mumbai,Logistics & Supply Chain,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",10000000.0,2021
SuperBottoms,Mumbai,Commerce,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,400000.0,2021
Cora Health,Bangalore,Health,Social commerce marketplace for everyday health and wellness.,600000.0,2021
Battery Smart,Delhi,Construction,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,7000000.0,2021
The Good Glamm Group,Pune,I.T & Engineering,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,150000000.0,2021
Mosaic Wellness,Mumbai,Health,A platform of digital first health clinics for men and women,24000000.0,2021
CloudFiles,Bangalore,I.T & Engineering,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",300000.0,2021
The Viral Fever,Mumbai,Health,India's leading digital entertainment network.,2000000.0,2021
Xpand,Delhi,Services,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,1500000.0,2021
Troo Good,Hyderabad,Commerce,An FMCG company selling nutritious products at an affordable price points.,7000000.0,2021
Prodo,Delhi,Logistics & Supply Chain,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",300000.0,2021
Unnati,Noida,Financial,Fintech powered digital agri ecosystem,7000000.0,2021
Lysto,Bangalore,I.T & Engineering,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",3000000.0,2021
Wakefit,Bangalore,Commerce,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",20000000.0,2021
Buyofuel,Coimbatore,Commerce,Green Fuels Marketplace,100000.0,2021
ElectricPe,Bangalore,Logistics & Supply Chain,India's largest Electric Vehicle Charging Platform,3000000.0,2021
Vayana Network,Pune,Financial,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",30000000.0,2021
Valuationary,Surat,Education,EdTech platform upskilling candidates to bag deserving finance job roles.,100000.0,2021
Knocksense,Lucknow,Health,Knocksense is a local news and recommendations platform.,150000.0,2021
Petpooja,Ahmedabad,I.T & Engineering,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",4500000.0,2021
Wingreens Farms,Gurgaon,Food/Culnary,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",17000000.0,2021
Doola,New York,Services,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,3000000.0,2021
EyeMyEye,Gurgaon,Health,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2000000.0,2021
Bombay Hemp Company,Mumbai,Manufacturing,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2000000.0,2021
DGV,Bangalore,I.T & Engineering,NeoBanking for Bharat,3000000.0,2021
GuardianLink,Chennai,I.T & Engineering,Building tech infrastructure to help NFT commerce go mainstream,12000000.0,2021
Clinikk,Bangalore,Hospitality,Transforming health insurance by building India's first managed care model,4000000.0,2021
Toplyne,Bangalore,I.T & Engineering,Toplyne helps sales teams at product-led companies convert their freemium users!,2500000.0,2021
Mensa,Bangalore,Commerce,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",135000000.0,2021
GENLEAP,Haryana,Services,GenLeap is India’s first self-discovery and career lifecycle management platform.,8000000.0,2021
Planys,Chennai,Logistics & Supply Chain,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,1600000.0,2021
Wonderchef,Mumbai,Commerce,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",20000000.0,2021
GoKwik,Delhi,I.T & Engineering,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,15000000.0,2021
Velocity,Bangalore,Financial,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",20000000.0,2021
SalaryBox,Gurgaon,Financial,SalaryBox is solution that makes employee management effortless.,4000000.0,2021
Boingg,Gurgaon,Commerce,D2C furniture brand,200000.0,2021
Better Capital,Santra,Financial,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",15000000.0,2021
Tickertape,Bangalore,Financial,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",5000000.0,2021
Zenpay Solutions,Delhi,Financial,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",10.0,2021
Disprz,Mumbai,Education,An AI-powered right skilling suite that helps enterprises unlock business potential.,13000000.0,2021
Arbo Works,Mountain View,I.T & Engineering,Finance technology,10.0,2021
Inzpira,Trivandrum,Education,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",300000.0,2021
Defy,Bangalore,Financial,Building India's first social crypto exchange,5500000.0,2021
Mindhouse,Gurgaon,Health,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,6000000.0,2021
Homversity,Ahmedabad,Commerce,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,155000.0,2021
Toppersnotes,Jaipur,Education,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",1000000.0,2021
NoBroker.com,Bangalore,Real Estate,NoBroker is a disruptive force in the Real Estate Industry.,2100000.0,2021
Haber,Pune,I.T & Engineering,"Real-time, automated insights to increase plant efficiency",20000000.0,2021
True Balance,Gurgaon,Financial,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",30000000.0,2021
Recordent,Hyderabad,Financial,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,400000.0,2021
Koparo,Delhi,Commerce,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,700000.0,2021
Indifi,Gurgaon,Financial,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,40000000.0,2021
Settl,Bangalore,Real Estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,500000.0,2021
Park+,Delhi,I.T & Engineering,Building an eco-system for car owners which will be a one-stop solution for all their needs.,25000000.0,2021
Simple Energy,Bangalore,Commerce,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,21000000.0,2021
Dream Sports,Mumbai,Commerce,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",840000000.0,2021
Spinny,Gurgaon,Commerce,Spinny is a new age used car end-to-end platform in India.,248000000.0,2021
Rentomojo,Bangalore,Commerce,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",10000000.0,2021
Slice,Bangalore,Financial,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",220000000.0,2021
21K School,Bangalore,Education,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",5000000.0,2021
Adda247,Gurgaon,Education,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",20000000.0,2021
Loop Health,Pune,Hospitality,India's first health insurance with unlimited primary care for employees.,12000000.0,2021
Rupifi,Bangalore,Financial,Embedded Lending for Small Businesses,1000000.0,2021
RENEE Cosmetics,Ahmedabad,Commerce,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",1500000.0,2021
Svish,Gurgaon,Commerce,D2C personal hygiene startup,400000.0,2021
Progcap,Delhi,Financial,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",30000000.0,2021
Smartstaff,Bangalore,Services,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,4300000.0,2021
D’Moksha Homes,Mumbai,Manufacturing,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",570000.0,2021
ANS Commerce,Gurgaon,Commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2200000.0,2021
Mobileware Technologies,Mumbai,I.T & Engineering,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",4700000.0,2021
GramCover,Noida,Financial,GramCover is a tech-enabled insurance marketplace for rural India.,7000000.0,2021
BYJU'S,Bangalore,I.T & Engineering,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,300000000.0,2021
Hyperface,Bangalore,I.T & Engineering,Empowering Brands and Fintechs to offer banking products contextually to their customers.,1300000.0,2021
Licious,Bangalore,Food/Culnary,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",52000000.0,2021
Chalo,Mumbai,Logistics & Supply Chain,India’s #1 bus transport technology company.,40000000.0,2021
Kaar Technologies,Chennai,I.T & Engineering,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",4000000.0,2021
Kissan Pro,Jharkhand,Agriculture,"Full stack solution on agri advisory, input purchase and market linkage",10.0,2021
Sunstone Eduversity,Gurgaon,I.T & Engineering,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,28000000.0,2021
Ozonetel,Hyderabad,I.T & Engineering,Ozonetel is leading Cloud Telephony solution provider.,5000000.0,2021
CoinSwitch Kuber,Bangalore,I.T & Engineering,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",260000000.0,2021
Pazcare,Bangalore,Financial,Paz Care is India's leading Employee Benefits & Health insurance platform,3500000.0,2021
kWh Bikes,Bangalore,Commerce,Building India’s strongest and smartest electric 2 wheelers,2000000.0,2021
IBSFINtech,Bangalore,I.T & Engineering,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",1000000.0,2021
LeadSquared,Bangalore,I.T & Engineering,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",10.0,2021
Phool.co,Kanpur,Construction,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,10.0,2021
Twin Health,Chennai,Health,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,140000000.0,2021
Trica,Mumbai,Services,Powering private markets - A technology platform for startups and investors.,3000000.0,2021
mHealth,Delhi,Health,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,10.0,2021
Rebel Foods,Mumbai,I.T & Engineering,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",175000000.0,2021
ProfitWheel,Mumbai,Health,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,3000000.0,2021
Log 9 Materials,Bangalore,I.T & Engineering,Log9 Materials is on a mission to make global energy 100% clean.,2000000.0,2021
Chingari,Bangalore,Health,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",19000000.0,2021
Ishitva,Ahmedabad,I.T & Engineering,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",1000000.0,2021
Ola Electric,Bangalore,Commerce,Sustainability for the future.,200000000.0,2021
leap.club,Gurgaon,Commerce,A community-led professional network for women,810000.0,2021
F5,Delhi,Services,One-Stop Solution for Daily Workplace Needs,600000.0,2021
ForeignAdmits,Bangalore,Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,400000.0,2021
SALT,Bangalore,Financial,Salt is a neo-banking experience created to cater to international businesses.,500000.0,2021
EarnWealth,Pune,Financial,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",500000.0,2021
Visit Health,Delhi,Health,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",7500000.0,2021
Crater.Club,Bangalore,Health,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",700000.0,2021
NFTically,Gurgaon,I.T & Engineering,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",1000000.0,2021
ReshaMandi,Bangalore,Commerce,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",30000000.0,2021
Zetwerk,Bangalore,I.T & Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,600000000.0,2021
Hubilo,Ahmedabad,I.T & Engineering,Hubilo is the leading hybrid event platform built for engagement and event excellence.,125000000.0,2021
M2P Fintech,Chennai,Financial,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",35000000.0,2021
Open Financial Technologies,Bangalore,Financial,Open is Asia’s first neobanking platform for SMEs and startups.,90000000.0,2021
Niro,Bangalore,Financial,Embedding personal credit products into leading consumer internet platforms.,3500000.0,2021
Wiingy,Bangalore,Education,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,400000.0,2021
CarDekho,Jaipur,Commerce,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,250000000.0,2021
Melorra,Bangalore,Commerce,A company that styles jewellery for the contemporary wardrobe.,24000000.0,2021
AnKa SumMor,Bangalore,Services,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",1000000.0,2021
Toch.ai,Mumbai,I.T & Engineering,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",11000000.0,2021
Playto Labs,Bangalore,Education,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,500000.0,2021
Fraazo,Mumbai,Food/Culnary,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,50000000.0,2021
Arcana,Bangalore,I.T & Engineering,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2300000.0,2021
FloCareer,Bangalore,I.T & Engineering,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",5700000.0,2021
Nap Chief,Mumbai,Commerce,India's favourite Kid's wear and Family Sleepwear D2C Brand,200000.0,2021
AcknoLedger,Mumbai,I.T & Engineering,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,1500000.0,2021
ApplicateAI,Gurgaon,I.T & Engineering,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",30000000.0,2021
VLCC Health Care,Gurgaon,Health,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,4000000.0,2021
Duroflex,Bangalore,Commerce,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",60000000.0,2021
Aviom India,Bhilwara,Financial,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,8000000.0,2021
Onato,Bangalore,I.T & Engineering,A startup solving inefficiencies in the agri supply chain,2200000.0,2021
Mestastop Solutions,Bangalore,I.T & Engineering,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",100000.0,2021
SaaS Labs,Noida,I.T & Engineering,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",17000000.0,2021
Devnagri,Noida,Services,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",600000.0,2021
CRED,Bangalore,Financial,CRED is a credit card payment platform that rewards users with points for paying their bills.,250000000.0,2021
ConveGenius,Noida,Education,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,5000000.0,2021
Totality,Gurgaon,Health,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",1000000.0,2021
CredAble,Mumbai,Financial,CredAble provides liquidity programs for enterprise supply chains.,30000000.0,2021
MarketWolf,Mumbai,Financial,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",5500000.0,2021
Wondrlab,Mumbai,Health,India's largest platform-first martech startup,7000000.0,2021
SUN Mobility,Bangalore,Commerce,Provider of universal energy infrastructure and services to accelerate mass EV usage!,50000000.0,2021
Tamasha,Mumbai,Health,"Tamasha, the next-generation interactive entertainment platform.",3000000.0,2021
Revfin,Delhi,Financial,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",4000000.0,2021
Yu Foodlabs,Gurgaon,Food/Culnary,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,1000000.0,2021
MergerDomo,Delhi,Financial,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,500000.0,2021
FarMart,Gurgaon,Agriculture,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,10000000.0,2021
Questt,Gurgaon,I.T & Engineering,Questt is a Free online homework app that lets teachers assign gamified homework to students.,6750000.0,2021
IDfy,Mumbai,I.T & Engineering,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,10000000.0,2021
ClearDekho,Ghaziabad,Services,ClearDekho is India’s Leading Affordable Eyewear Brand.,4000000.0,2021
BookingJini,Gurgaon,Hospitality,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,1200000.0,2021
Sourcewiz,Gurgaon,I.T & Engineering,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,3000000.0,2021
Tvasta,Chennai,I.T & Engineering,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,400000.0,2021
Kafqa Academy,Bangalore,Education,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",1300000.0,2021
Trell,Bangalore,Commerce,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,100000000.0,2021
Storia,Mumbai,Food/Culnary,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",6000000.0,2021
Clear,Bangalore,I.T & Engineering,India’s leading FinTech SaaS platform,75000000.0,2021
Groww,Bangalore,Financial,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,250000000.0,2021
The Indus Valley,Chennai,Commerce,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,1100000.0,2021
BharatPe,Delhi,Financial,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",10000000.0,2021
Teachmint,Bangalore,Education,Teachmint is an education infrastructure provider and India’s largest teaching platform.,78000000.0,2021
Porter,Bangalore,Logistics & Supply Chain,Porter is India's Largest Marketplace for Intra-City Logistics.,100000000.0,2021
O4S,Gurgaon,I.T & Engineering,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,6000000.0,2021
Wobb,Gurgaon,Services,The platform for marketers to find and work with influencers,200000.0,2021
BASIC Home Loan,Gurgaon,Financial,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,3500000.0,2021
Siply,Bangalore,Financial,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",3200000.0,2021
BankSathi,Delhi,Financial,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",500000.0,2021
Gramophone,Indore,Agriculture,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",10000000.0,2021
Healofy,Bangalore,I.T & Engineering,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,6000000.0,2021
E42,Pune,I.T & Engineering,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,5400000.0,2021
Spottabl,Bangalore,Services,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,400000.0,2021
DeHaat,Gurgaon,I.T & Engineering,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,115000000.0,2021
Shumee,Bangalore,Services,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",10.0,2021
Zolve,Bangalore,Financial,World's first cross-border Neobank,40000000.0,2021
Instoried,Bangalore,I.T & Engineering,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",8000000.0,2021
SportZchain,Mumbai,I.T & Engineering,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,400000.0,2021
Hypto,Chennai,I.T & Engineering,The next generation of web services that democratize access to finance for developers and businesses.,3000000.0,2021
CHUPPS,Mumbai,Manufacturing,D2C footwear brand,1100000.0,2021
Zenduty,Bangalore,I.T & Engineering,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",1900000.0,2021
R for Rabbit,Ahmedabad,Commerce,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,5000000.0,2021
Acko,Bangalore,Financial,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,255000000.0,2021
LoveLocal,Mumbai,Services,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,18000000.0,2021
SupplyNote,Noida,Food/Culnary,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",1200000.0,2021
Vakilsearch,Chennai,Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",10000000.0,2021
Cloudphysician,Bangalore,Hospitality,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,4000000.0,2021
Wiggles.in,Pune,Health,Wiggles India is a preventative healthcare brand for all things pets!,5500000.0,2021
Avanti Finance,Bangalore,Financial,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,15000000.0,2021
Vanity Wagon,Delhi,Commerce,Vanity Wagon is India's first true information oriented clean beauty marketplace.,700000.0,2021
Purplle,Mumbai,Commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,70000000.0,2021
Wallmantra,Noida,Commerce,WallMantra is a well reputed wall decoration online store in India.,10.0,2021
MFine,Bangalore,Hospitality,"MFine aims to make access to trusted healthcare simple, fast, and effective.",48000000.0,2021
Aquatein,Mumbai,Food/Culnary,India's First Protein Water in 21g and 10g Variants with BCAA.,10.0,2021
Mentza,Mumbai,Education,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",400000.0,2021
ConnectedH,Gurgaon,Hospitality,Connect different sectors of healthcare system and give the patients complete control over their information.,2300000.0,2021
CredAvenue,Chennai,Financial,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,90000000.0,2021
Vedantu,Bangalore,Education,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,100000000.0,2021
Exotel,Bangalore,I.T & Engineering,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",35000000.0,2021
Fantasy Akhada,Gurgaon,I.T & Engineering,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2000000.0,2021
Meesho,Bangalore,Commerce,Meesho is India’s largest marketplace for longtail products.,570000000.0,2021
PumPumPum,Gurgaon,Commerce,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,10.0,2021
Cusmat,Hyderabad,I.T & Engineering,CUSMAT is India’s largest immersive skilling and training platform.,100000.0,2021
Homeville,Mumbai,I.T & Engineering,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,7000000.0,2021
Coinshift,Chandigarh,I.T & Engineering,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2500000.0,2021
Strip Finance,Hyderabad,Financial,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,400000.0,2021
Ola Electric,Bangalore,Commerce,Charging ahead to accelerate the world’s transition to sustainable mobility.,200000000.0,2021
Kolo,Bangalore,Construction,Home construction app for finding ideas and service providers near you,550000.0,2021
Chqbook,Gurgaon,Financial,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",5000000.0,2021
